NEWpi	gerp	mr	tau	SIFTsorghum	SIFTcounts	frac	rho	Mpi	Mexp	Sexp	winLen	geneLen
0.032	0.388682	1.165084	3.816318	0.456	5	2	502.91	0.00645569516415954	1.49114737885564	1.2666003098	22196	2105
0.0264	0	0	0.519258	0.3531818182	22	2	215.7	0.00467965963620781	0.782408051342616	0.717568958274102	30741	1133
0.0288	0.361216	1.297502	2.324268	0.5275	4	1	551.79	0.008914515	1.7061247609	1.6522428859	60595	2413
0.0072	0	0	0.3822	0	1	2	140.01	0.00748703744310432	0.844359786248807	0.5124211286	55106	4016
0.0238	-0.03388	0.1092	0.334761	0.512	10	2	203.7	0.00620851146141025	1.01055584819605	0.878550689963538	46124	4864
0.0374	0.066694	0.590922	9.609055	0.8175	4	1	54.64	0.003832435	0.7026286857	0.4496697704	21292	7340
0.0297	0.057519	0.727489	12.09763	0.7088235294	17	0	45.02	0.00415423	0.856293522350073	0.9455091774	12829	6773
0.0233	0.169738	1.053003	11.321878	0.5152631579	19	0	83.53	0.00169035	1.4104561826088	1.624536527	9617	4599
0.0385	-0.105255	0.645286	0.210991	0.5511320755	53	2	463.9	0.011761334909477	1.81337507017079	2.49685940298144	16368	1221
0.0157	0.141742	1.154824	2.488629	0.6657777778	45	2	473.83	0.00542909662137647	0.942941589356526	0.8025159219	66043	11146
0.0119	0.107262	0.524643	0.543437	0.626	5	2	133.08	0.00699068470003826	1.21611151532765	0.933735133138031	53181	1302
0.0229	0.013198	0.472041	5.138398	0.3644444444	36	0	201.72	0.00289994	1.14179235317517	1.4711344895	48617	25064
0.0203	0.063468	0.424927	5.784363	0.4085714286	35	2	392.16	0.00452870053227723	0.978464197049026	0.771512614551854	58988	28142
0.0322	0.069664	1.001456	4.543331	0.4565454545	55	0	268.76	0.00468746	1.63458893594001	1.30483044135037	37779	2858
0.0118	-0.030834	0.11122	0.933896	0.6285714286	14	2	76.82	0.0101358600410562	1.65776648076536	1.52555296876666	22616	1990
0.0235	-0.017604	0.048519	0.552343	0.5157142857	28	2	170.65	0.00655761042888052	1.23312484047144	1.20232020131801	24158	1612
0.0291	-0.300219	0.522752	0.067776	0.4272727273	33	2	160.39	0.00689039528686319	2.55810049521479	2.04462609623331	25127	2777
0.0403	-0.009896	0.045463	1.204359	0.5211111111	27	2	100.05	0.00881099515328436	1.31248167591558	1.51299398085259	14269	1708
0.041	0.112567	0.289147	0.573879	0.428	5	2	109.93	0.00689074448991253	0.770983834667098	0.4845615663	26144	2007
0.0519	0	0	0.960272	0.5210638298	47	2	104.61	0.00969233913949425	1.39398205214992	2.03341615453322	19067	1469
0.0283	0	0	1.150547	0.3047058824	34	2	33	0.00750508310642496	1.82007266291719	1.7953303068182	9502	1437
0.0316	0.164866	1.058475	0.846418	0.5275	8	0	934.47	0.00644333	2.17558066777436	2.50122995422498	71099	584
0.0196	0.017207	0.190497	0.310815	0.3127272727	11	2	803.43	0.00482365991292387	0.714272779445085	0.688590191168671	102759	7112
0.0182	0	0	0.234748	0.99	2	2	29.81	0.00477873110315717	1.15543419834382	0.924674840559993	14982	562
0.022	-0.012728	0.278418	0.25876	0.125	4	2	708.17	0.00771419022260972	1.08792631297052	1.3160723885	64299	8511
0.0102	0	0	0.200872	0.4285714286	14	2	43.73	0.0082187290230279	1.17155806085932	1.26924376777259	17083	668
0.0172	0.068591	0.349846	1.495885	0.54	10	2	264.72	0.00829806436222076	1.05163279225954	0.938174647277373	38880	2578
0.0079	-0.028016	1.080275	1.938056	0.5713333333	30	2	120.8	0.00498844239475088	1.56829741653224	1.39783271251507	34838	1484
0.0337	-0.213704	1.148299	5.661236	0.5866129032	62	2	114.27	0.0082871280902862	1.76950960379899	1.5010940849208	8962	1729
0.0251	-0.090949	0.721918	0.487671	0.496097561	41	2	914.41	0.00524548381776244	1.07552366365094	0.8970361755	82609	3001
0.0361	-0.040683	1.463365	0.991659	0.673125	48	2	881.4	0.0073638247142023	2.22621815259461	1.6275902482	83500	2049
0.0102	-0.325061	1.122505	2.320645	0.01	1	2	77.46	0.00784208700199022	0.93650778005576	0.76132593649508	17011	2993
0.0278	0	0	0.281128	0.375	8	2	129.87	0.00496168111533072	1.24903698135498	1.34733544033727	14561	386
0.0198	-0.159655	0.27878	0.0775	0.5079411765	34	2	79.2	0.00614257495951833	1.97307145537171	2.31289746511069	15187	1157
0.0132	0	0	0.730235	0.2222222222	9	2	160.42	0.00828432799943434	0.981038934982188	0.955639015954725	11586	1005
0.0014	-0.116372	0.353926	0.38518	0.4871428571	14	2	1.08	0.0126439704528841	1.64698858028644	1.39531919570953	11579	791
0.0061	0	0	0.088033	0	1	2	41.4	0.00833649470249645	1.95251114918014	1.0677702055448	18902	909
0.0082	0	0	0.092575	0.2	15	2	167.37	0.00906574814699469	0.993487193781839	0.960706595145238	20081	1128
0.0081	-0.006487	0.014586	3.76687303105385	1	1	2	57.23	0.00677052507722524	1.43110450586969	1.03502398605727	8170	5317
0.0136	-0.015251	0.418198	0.119522	0.6532105263	190	2	193.44	0.0108107360003386	1.66538871210084	2.3120659992	41327	11281
0.0127	-0.01385	0.271801	1.236397	0.5718518519	27	2	338.1	0.0048616637618324	1.5356422811616	0.6492046409	43723	1344
0.0432	-0.015051	0.816463	0.059006	0.4768965517	58	2	157.46	0.00946798334867419	2.04570047779557	3.428257457	25201	5339
0.0276	0.342467	1.95446	5.502837	0.7021428571	28	0	95.14	0.00880628	1.67158887645129	1.61766946670734	11810	1484
0.0307	-0.018991	0.547865	1.462246	0.4270212766	47	0	224.26	0.00705668	0.882839855539997	0.5175115417	25507	7715
0.0274	0.047451	1.070008	3.590774	0.6030769231	13	2	288.27	0.00768177548886506	1.83985597608198	1.5130773113	29926	4034
0.0233	-0.006942	1.077718	1.916198	0.6166666667	18	0	762.95	0.02142606	1.72173730021147	1.9691157839	50017	2609
0.0338	0	0	0.341145	0	5	2	513.37	0.00884644991300093	1.85483566506314	2.37141463679253	37361	2198
0.0169	-0.327481	1.903925	0.108526	0.3144444444	36	2	65.29	0.00746361827933825	2.02490527543832	1.9934094404	14591	3911
0.0112	0	0	0.488683	0.674	10	0	292.18	0.01551277	1.74015718371465	1.73432309153259	43032	1416
0.0127	0.010946	0.148085	0.790207	0.125	8	2	468.3	0.0104650959738261	1.62303046725368	1.1612508746	39272	754
0.0152	0.499035	1.473484	26.308512	0.6140740741	27	0	102.93	0.00145591	0.741470174382834	0.6651877641	18304	10712
0.0185	0.031556	0.401359	4.395086	0.5165	20	2	91.06	0.00848259434661339	0.893895819330014	0.4537797346	14183	4909
0.0295	0.011191	0.056719	0.167283	0	7	2	615.1	0.00675106004733683	0.728360660171995	0.730822013002803	22722	11186
0.0199	0	0	0.036161	0.1428571429	7	2	35.81	0.00582965395040313	1.21583506946624	1.34230113970384	5116	679
0.0226	0	0	0.036418	0.3385714286	7	2	27.96	0.00750992536967724	0.978930457485511	0.857624565495615	17601	575
0.0239	-0.013697	2.106237	1.415131	0.6143333333	30	2	103.23	0.0074174055709106	1.1987074297301	1.07317971609491	21598	2340
0.0283	0.299168	1.52911	19.383033	0.4975	28	2	25.01	0.00774108571497983	0.807984535205582	0.473089706	12200	5130
0.0297	-0.043161	0.915779	2.270082	0.7511111111	9	0	133.37	0.0032426	1.53601082282214	1.24529449461772	16669	1015
0.0251	0.891877	1.980745	10.385428	0.7327659574	47	0	126.06	0.00193763	1.56078110080488	2.3538133465	24190	3972
0.0231	0.045302	1.292449	4.714477	0.3391666667	12	2	57.79	0.00798944635277632	2.18557830530759	2.0516090778	11197	1967
0.0178	0.129025	0.165047	0.190065	0	0	2	40.42	0.00679802255486664	1.04553131353076	0.4770770325	11283	2147
0.0116	0.059006	0.371156	1.45924	0.2733333333	9	0	61.14	0.00104022	1.37790314192383	1.5349247097	18879	3755
0.0222	0	0	0.406128	0.2857142857	7	2	657.48	0.00551362780658366	0.648028315843579	0.4351428693	77877	4485
0.0315	0.392737	1.488363	4.748606	0.5585714286	14	0	74.98	0.00206975	1.92518586813283	3.2844917884	13272	1692
0.0343	0.068776	1.665893	2.254697	0.5196	25	2	519.25	0.00591522482141156	1.3775123587335	1.3040729689	28106	2726
0.0281	0.033009	0.464868	1.554894	0.272	5	2	223.47	0.00803504406252911	0.781107291347187	0.4726915262	24511	2618
0.0254	-0.008364	0.221548	0.28729	0.642	5	2	781.17	0.00628681024666533	2.03809649805171	1.4023344553	68537	557
0.0218	-0.00606	0.649182	1.481507	0.6148387097	31	2	230.13	0.00981367189676974	1.57959637942822	1.2787606254	24225	7013
0.0372	0.031316	0.36529	5.356911	0.61375	8	2	389.82	0.00522999287805267	0.665270945806564	0.2819904151	46520	14225
0.0358	-0.032995	1.082821	1.891826	0.5048	50	2	497.98	0.00512538327373998	1.24237665739521	0.69095288	40162	4161
0.0368	0.073066	1.057906	3.808899	0.4857575758	33	2	448.78	0.00908147321424911	1.85364868078031	2.043993627	17823	4127
0.0141	0.742088	0.918023	3.603416	0.2675	4	2	16.68	0.00525194909453045	1.17651715964954	1.0550269762	5328	570
0.0293	0	0	0.158874	0.3333333333	3	2	186.67	0.0062246446654263	1.06720412664772	0.9175687129	22458	6758
0.0283	-0.025322	0.395091	4.351309	0.3972727273	33	0	140.51	0.01736015	2.09327058349712	3.9243844861	22567	7653
0.0354	-0.260517	1.348449	1.357652	0.53	46	2	147.12	0.00649808892249932	1.66464992621223	1.32265345378217	27619	3323
0.0286	-0.214572	1.168888	1.233844	0.6519512195	41	2	112.91	0.00771103980341901	1.56448618321715	1.7205864975	38763	2869
0.0088	0.107298	0.710381	1.239941	0	0	2	4.87	0.00770604105552738	2.25231657442514	1.23848111341817	21772	774
0.0109	-0.081907	1.264126	1.630867	0.58	26	0	326.91	0.00521321	1.88120827357063	1.6261451737	47892	2469
0.0168	-0.210792	0.689592	1.246553	0.5836363636	11	2	248.55	0.00652061932299432	1.27885046479183	0.8748771826	42579	2604
0.0201	0.767228	1.836323	39.488886	0.6778787879	33	2	17.7	0.00520503205914298	0.732697238104104	0.4669410597	3329	2427
0.0243	0.353906	1.910743	32.931962	0.5632352941	34	2	32	0.0053192766355181	0.985478921321366	1.08193451997866	3792	2562
0.0199	0.062305	1.365662	12.865219	0.6713636364	22	2	45.51	0.00730728250787717	1.35498012855924	1.27837041270307	7553	4472
0.0054	0.238105	0.79908	8.66262	0	0	2	34.04	0.0059804952325848	0.857906174650245	0.726237836284595	7167	4043
0.0237	-0.277057	1.377108	4.251675	0.5783333333	24	2	58.64	0.00817261581821301	1.29248423238089	1.35198442830781	17161	2017
0.0192	0.260808	1.363872	16.105838	0.5235714286	14	0	62.96	0.0032483	0.715052518019479	0.3354937418	28912	8542
0.0217	0	0	0.262829	0.3	10	2	60.19	0.0042910298575801	0.829365338632424	0.740631564178431	17285	3676
0.017	0.4248	1.322094	12.356798	0.594375	16	2	103.82	0.00592425591832595	0.92326453842374	0.814018790870213	26714	3025
0.012	-0.012208	0.274418	1.336453	0.5817647059	34	2	154.37	0.0112844009041694	1.97471493122381	3.282660891	38258	5557
0.007	0.074683	0.446823	0.823191	0.57	1	2	50.9	0.00990486760340408	1.62471464810002	2.02875397621734	24518	632
0.0183	-0.052219	0.256319	0.887778	0.5848	25	2	47.31	0.00918901801873092	1.09817532788137	0.937241257512097	12756	3821
0.0188	0.090764	1.273518	6.030166	0.9685714286	7	0	300.48	0.00416176	0.744404421236119	0.4055373976	38106	6719
0.0305	0.102999	1.339075	2.866622	0.594375	16	0	251.46	0.00583514	0.974546421487151	0.7564834262	26170	1923
0.0281	0.066216	0.357901	0.785362	0	1	2	489.8	0.00597835192089378	1.47607613428549	1.1637905116606	33701	1041
0.0209	-0.00732	0.338299	1.329131	0.6196428571	28	2	394.42	0.00876723305972038	1.3684372843603	1.51857189522405	47668	4213
0.0171	0.053256	0.508056	7.263252	0.552	20	0	233.73	0.00420396	0.765232691597607	0.3125036942	25411	11328
0.0169	0.222892	0.761105	4.509827	0.3866666667	3	0	106.48	0.00180132	0.756814021892578	0.5206505279	22336	3099
0.0264	-0.01868	0.313128	0.096021	0.3428571429	7	0	150.38	0.01565637	2.51551634808387	2.519168834	24578	840
0.0269	-0.001918	0.200084	0.521966	0.1576923077	13	2	40.99	0.00745369511314436	0.780313014238652	0.845903504687983	13430	1139
0.0175	0	0	0.064825	0.2857142857	7	2	29.32	0.00556471229962086	0.718276299130329	0.62113628607358	7150	1870
0.0194	-0.061445	0.441732	1.1201	0	0	2	234.42	0.00974331307009123	1.31555854676529	1.03833047535234	24363	821
0.0253	0	0	0.823062	0.75	4	2	564.52	0.00719403182609788	0.723719842463775	0.383753412	32127	2847
0.0166	0.052786	0.406863	0.963894	0.48	3	0	252.35	0.00151145	1.40431317777495	1.41280938223423	51418	634
0.0235	0.115975	0.539357	0.890836	0.504137931	29	0	268.3	0.00509552	2.35946934380346	2.01188120305279	46833	1234
0.0223	0.099438	0.631806	11.792189	0.6625	8	0	11.55	0.00515257	0.815613166931808	0.8016414463	18435	10903
0.0401	0.096312	0.442799	1.189368	0.6393333333	15	1	998.2	0.01007715	1.36190711365714	1.0274489151	73732	5157
0.0276	0.163487	1.403334	2.39017	0.7148148148	27	0	681.87	0.00318909	1.7746689463	1.0862955706	86980	8754
0.0158	-0.001068	1.368468	3.669705	0.6041176471	17	2	73.3	0.00835832339715288	1.38868313124264	1.2973725562	28196	3881
0.0103	0.670076	1.847142	13.475066	0.7872727273	11	0	16.34	0.00733857	0.834346454366883	0.6724799574	12092	3069
0.0198	0.218179	0.721463	15.86721	0.42875	8	0	3.84	0.01219934	0.79924347132806	0.4615618938	4910	2570
0.0123	0.159528	1.288549	7.957703	0.6016666667	18	0	10.98	0.01036483	0.746364668068635	0.3553189164	28879	4873
0.0278	0.234456	1.244287	4.009905	0.7971428571	7	0	181.05	0.00362867	1.98383428332706	3.0371731393	29025	2024
0.0161	0.049976	1.29136	0.543766	0.61375	8	2	265.16	0.00569708639709304	2.51904744914878	4.2087003658	24974	1391
0.015	0.492974	1.646371	20.098788	0.4904705882	85	0	44.47	0.00491872	0.803987104993775	0.6539659545	32833	12929
0.017	0.325193	1.363763	20.915944	0.4352380952	21	0	22.96	0.00097448	0.6626283686	0.4075220034	12801	8459
0.0296	0.055343	0.185325	1.70807	0.26375	8	2	42.06	0.00612287458503534	1.11405092020054	0.881480017085611	15824	2543
0.0288	0.452755	1.402062	3.286234	0.642962963	27	0	824.64	0.00303608	1.0029422079475	0.8115615485	69604	3569
0.0184	0.447967	1.5104	2.633558	0.7222222222	9	2	238.92	0.00502259179744983	0.827322122713839	0.3871214751	59053	2551
0.0313	0.274658	0.82621	23.926839	0.8914285714	7	2	9.57	0.00726177233727883	0.801834764225	0.4092660078	3670	3323
0.0317	0.407848	1.420153	5.573376	0.8546153846	13	0	287.14	0.00081423	0.3921887115	0.3112546093	36633	4941
0.0193	0.031785	0.818947	3.564827	0.6516	25	2	133.19	0.00705465417494791	0.701888783277532	0.268096682	33713	2083
0.0187	0.321617	1.039554	37.465619	1	4	2	10.23	0.00547148350073282	0.917431923516879	0.7081180163	1018	755
0.0247	0.130531	1.305256	26.51148	0.7914285714	7	0	24.28	0.00758957	0.770165003575774	0.4508249197	4486	3330
0.0253	0.316306	1.075722	28.36002	0.6996666667	30	2	32.18	0.00670625866712963	1.07323652761328	1.0627324864	5015	3179
0.0154	0.278952	1.281616	4.809053	0.8642105263	19	0	102.29	0.00826491	0.889201196245234	0.899289296	36285	3947
0.0191	0.032595	0.951953	3.234291	0.765	4	0	233.42	0.00632719	1.09360519040216	0.8815116859	34088	2076
0.0195	0.733781	1.699765	11.142641	0.348	10	0	67.77	0.0033844	0.932991688550989	0.6879162555	21172	4062
0.0267	0.156735	1.065234	3.212677	0.535	12	0	596.45	0.00521022	1.77103724410814	1.5058671396	40451	2129
0.0193	0.136629	0.715021	5.364194	0.338	5	1	123.86	0.001411615	0.4252617912	0.5389839525	26258	3709
0.0115	0.420176	1.382315	29.038636	0.7483333333	6	2	9.13	0.00674098351681752	0.79260513284102	0.5470353922	6186	4519
0.0249	0.37388	1.355878	11.915914	0.6487878788	33	0	93.15	0.00632074	0.904466799751679	0.9318656801	20580	6864
0.0258	0.149495	0.615392	13.636155	0.7047368421	19	0	66.12	0.00592356	0.785348712032003	0.6344180172	21145	7176
0.0109	0.223725	1.029943	30.237459	0.7333333333	6	0	28.75	0.0029885	0.804678430191308	0.5516852417	4864	3563
0.0223	0.27161	1.334657	6.831917	0.5703846154	26	0	274.9	0.01176064	0.899552454229787	0.8826146117	25773	3951
0.0229	0.3658	1.491744	5.406444	0.7466666667	15	2	257.82	0.00553288299975957	1.0618081243678	1.0812025794	27839	3097
0.0203	0.277207	1.515105	30.387457	0.6957142857	7	1	30.2	0.003607725	0.3573622282	0.3237118289	7797	3984
0.0158	0.192484	1.324815	1.307699	0.2285714286	7	2	15.56	0.00547284260455381	0.893185619756089	0.5071646681	5650	2955
0.0102	0.156475	0.830574	7.819952	0.7385714286	7	0	48.36	0.00100929	0.729408101141216	0.2084321139	13638	10595
0.0245	0.0639	0.222066	0.332013	0.321875	16	2	47.87	0.00922424069888817	1.31193697588451	1.4272513511	23725	821
0.0241	0	0	0.103448	0	1	2	21.95	0.0113820806325381	0.62935107422089	0.637213461942307	870	471
0.0122	0.472152	1.640532	39.648777	0.5795238095	21	1	29.57	0.001133365	1.0605102519	0.627881316	5804	5363
0.0061	-0.038787	0.629509	6.371793	0	1	2	37.42	0.00783141616137947	0.933269534997304	1.01422611276452	9278	995
0.0064	0	0	1.59455	0.4	10	2	117.94	0.00587543836406514	1.65830372884408	1.44909367856234	41502	1807
0.0076	0.043652	0.247759	1.542053	0	0	2	32.59	0.00736788849663959	1.52792484620552	1.60828075319753	33684	1212
0.0017	0.036069	0.231583	4.365528	0	0	2	12.05	0.00711781865735357	2.27682777900606	1.54488745413456	15929	1403
0.0086	0.101249	0.543953	4.839863	0.6666666667	6	0	33.53	0.00313281	0.968868344223667	0.9982591468	19321	5186
0.0044	0	0	0.058889	0	0	2	12.7	0.00505321738338673	0.94058173589389	0.879920295435523	3150	1235
0.0234	0.009688	0.553815	0.505577	0.015	6	2	7.25	0.00642692339328223	0.8974122077896	0.7880124953	4483	2716
0.0214	0.209281	1.298944	12.270325	0.6625	20	1	28.49	0.005767215	1.9022744385	1.8387616686	6224	2362
0.0155	0.533996	1.186946	19.44821	0	0	0	23.41	0.00221778	1.51566485571083	1.26396995511548	6536	959
0.0236	0.179458	1.040467	7.754229	0.6056	100	1	51.22	0.00407758	1.054004203	1.69968675	16196	4190
0.0156	0.67657	2.014821	13.851361	0.5765	20	2	89.99	0.00646139404178879	1.55385169259209	1.2135154639	15615	2944
0.0277	0.126839	1.032367	15.024327	0.7183333333	6	0	25.65	0.00940777	0.687697026911844	0.2533098548	9064	4420
0.0204	0.148331	1.009062	8.49021	0.364	5	0	74.94	0.00720538	0.804653637140265	0.4972364795	11594	3926
0.0191	0	0	0.590923	0.5	2	2	36.08	0.00898848790429777	1.61616603687352	1.71616644077403	6324	503
0.021	0.028374	0.067752	0.038849	0	2	2	12.5	0.0113527385002805	1.00933001861792	0.675880895650486	4762	3030
0.0276	0	0	0.087549	0.4475	12	2	26.84	0.00944093938457228	1.95171844194349	1.32269893932615	3084	1008
0.0087	-0.302854	0.799352	0.473707	0.52	26	2	116.37	0.00606432264666886	2.17287483491211	2.03343939655667	15213	684
0.0255	0.043147	0.178401	3.102186	0.5669230769	13	0	934.82	0.00388671	0.674994709328481	0.4019759558	71282	8488
0.0163	0.111838	0.992696	0.245464	0.18	1	2	451.07	0.0057012351672074	1.45533288287279	1.110990321	55560	1704
0.0056	0.030499	0.071028	2.265723	0	0	2	24.09	0.00568091642640154	1.3773655181656	1.11732674452699	15932	2692
0.0146	0.342502	0.989386	10.569398	0.855625	16	0	35.36	0.00174648	0.757907577090839	0.4111453525	13365	3920
0.0256	0.259205	0.841967	20.782178	0.505	2	1	20.41	0.001673475	0.4276479139	0.5706583056	3939	2536
0.0266	0.015044	0.834347	18.658066	0.7525	4	1	13.76	0.00165851	1.3012852544	0.3605432606	3992	2918
0.0093	0.068463	0.346984	1.970777	0.8033333333	3	0	37.18	0.01118717	1.78301316767743	1.7896435172	37984	1777
0.008	0.221029	0.973524	8.447201	0.5671875	32	0	42.98	0.0016385	0.5476031796	0.4451099489	49471	13658
0.0113	0.171534	0.936325	5.616009	0.712	5	0	33.42	0.00368419	0.985067921306106	0.5844777199	18352	2655
0.0095	0.382456	1.506665	8.744298	0.5646153846	26	0	40.28	0.00611263	0.996087102944991	1.8601467815	33189	6912
0.0171	-0.005092	0.543882	2.29658	0.77625	8	0	30.13	0.01267765	0.862778766832512	0.764302671551151	21694	3548
0.0097	0.020785	0.079475	0.271899	0	1	2	10.71	0.00695558691977493	2.25124162881706	1.22134191147046	14316	670
0.0217	-0.037185	0.291055	0.315318	0.6685714286	14	2	20.27	0.00738566720899449	0.866603365072307	0.4872060036	15015	7298
0.0039	0.088226	0.250475	8.648835	0.445	16	2	24.63	0.00566216307237338	0.719461021685812	0.611746050644755	17815	16683
0.009	0.024958	0.310998	0.099479	0	0	2	25.44	0.00703285825225983	1.1033695665214	1.0764837841136	5569	3135
0.0171	0.130178	0.561093	0.131633	0.3333333333	9	2	18.11	0.0075654911184229	1.74536306512186	1.23946459733299	6313	2139
0.028	0.150209	0.703355	9.498757	0.3625	4	0	12.84	0.00671148	1.56236867453232	1.44557680473263	4828	1270
0.0097	0.65079	1.59309	55.067411	0.7338235294	34	1	0.11	0.00224424	0.7227085655	0.3078061914	19522	16884
0.0133	0.7069	1.568305	6.732428	0.74625	8	1	49.66	0.003391735	0.9967987662	0.4340789789	33989	3157
0.0174	0.779739	1.788261	2.3915	0	0	2	98.52	0.00628390840394995	1.18783488694141	0.952346565471127	32106	1103
0.0128	0.139686	1.550566	18.828742	0.3622222222	9	1	5.28	0.002865785	0.5117596259	0.4018961251	7550	4400
0.0099	0.02246	0.438727	14.306092	0.511875	16	0	11.68	0.00761568	0.80155033305915	0.70672605582291	14249	9092
0.0213	-0.121276	0.767345	0.116358	0.6677777778	9	2	44.32	0.00777514923078882	0.930365563791172	0.9653164552	22637	6443
0.0118	0.213544	1.052386	3.732217	0.3025	4	1	39.33	0.0055303	0.5509242385	0.8375734153	25558	3212
0.0108	-0.054984	0.374563	1.946765	0.3625	4	0	17.38	0.00182012	1.71188533057381	1.55009013773751	22269	1263
0.0191	0.125406	0.88074	18.931646	0.56	18	0	24.15	0.00407019	0.764482252384427	0.658766371334868	7805	4767
0.0106	0.448915	1.692263	26.999788	1	1	0	3.34	0.00170014	1.01599265454749	0.896667623913055	2361	749
0.0219	0.013327	0.23232	3.602002	0.3271428571	7	2	43.37	0.00587294450659153	0.699997043236477	0.515761859	17480	12805
0.0156	0.577648	1.184595	17.217527	0.8191666667	12	0	63.72	0.00110729	0.817890390684945	0.4250304947	9762	3517
0.0181	0.163056	1.069127	16.993698	0.879375	16	0	39.99	0.00656341	0.934113998752668	0.714386295	6189	3238
0.0349	-0.007652	0.030749	2.763664	0.25	4	2	54.12	0.0108209303861643	1.95842429546194	1.81973393489247	4208	913
0.0215	0.714729	1.496541	15.99975	0.895	4	0	19.77	0.00443098	1.09789114893939	0.727816754	5993	1305
0.0204	0.034746	0.793444	17.893355	0.7475	4	0	15.79	0.00679262	1.5286996203	1.7577024095	4304	2273
0.0117	0.063511	1.107613	17.74304	0.1785714286	7	2	34.6	0.00694204000694004	0.679860589440066	0.3029966549	5532	4475
0.0171	0.334143	1.470303	39.611895	0.8366666667	15	0	19.52	0.00587749	0.829428247796205	0.7519682122	4607	3470
0.015	0.644665	1.941535	32.174935	0.55	27	2	26.73	0.00563752415857917	0.717158938748783	0.2963951008	13102	6831
0.014	0.054443	0.364882	7.587948	0.6225	4	2	77.83	0.00670874846309377	0.786564314121147	0.4736532835	26095	11935
0.0125	0.39866	1.994341	5.988811	0.4023076923	26	1	72.27	0.00168872	0.726600394241898	0.2882897164	37001	7037
0.0252	0.114978	1.11632	8.059811	0.7871428571	7	1	171.74	0.009449555	1.36973692447121	1.2124327216	26726	4552
0.0174	0.043448	1.044996	3.925737	0.3975	8	0	24.54	0.00530643	0.870130963107498	0.6328669339	13331	5018
0.0101	0.284593	1.292251	27.547696	0.4047826087	23	1	55.4	0.004433225	0.4884833553	0.3901999955	21595	9143
0.0186	0.28244	0.637361	13.295152	0.365	8	0	45.05	0.00575932	0.838911244270541	0.4507490016	11655	4570
0.028	0.12779	0.938648	4.390877	0.4703703704	27	2	35.02	0.00738967737976167	0.737919230598533	0.5583212761	6007	2557
0.0258	0.032349	1.109294	6.891593	0.6461538462	13	0	42.33	0.00652788	0.991411811818929	0.6879967434	11134	3078
0.0172	0.57275	1.821243	15.230248	0.796	10	1	63.04	0.006663005	1.328852669	1.256698788	16302	4365
0.008	0.429841	1.663968	28.638425	0.74	7	1	33.78	0.00826483	0.558854634	0.3945276219	10847	4994
0.037	0.154704	1.045873	31.706179	0.7005555556	18	1	27.44	0.008632025	0.4367249251	0.2910686992	5049	4275
0.0237	0.048288	0.167131	2.606619	0.2857142857	14	2	35.17	0.0100922618263688	1.57802396101567	1.031474428	7297	3318
0.0098	0.027419	0.893731	40.405521	0.5206666667	15	0	23.65	0.00317324	0.763035555757036	0.3221048382	6340	4476
0.0217	0.224605	1.480886	27.524625	0.642	10	1	46.09	0.004125385	0.3905145807	0.2882971964	7005	3153
0.0279	0	0	0.220796	0.2485714286	7	2	17.69	0.0165610843114245	1.12240250296711	0.9378576674	5453	2066
0.0155	-0.002236	0.084284	0.27381	0.658	5	2	22.86	0.00786433022751337	2.11108362753237	1.2289183258	2058	804
0.0243	0.415802	1.107956	13.987567	0.7045454545	11	0	34.66	0.00508847	0.755097189519907	0.556251009	17977	6752
0.0142	0	0	1.901358	0	0	2	80.75	0.00909580206921734	1.99460036395701	1.9050129145	18780	809
0.0126	0.500551	1.836684	32.792989	0.7492857143	14	0	17.93	0.00341166	0.748798951401671	0.4691278246	7374	4626
0.0167	0.11124	1.097851	24.47209	1	2	0	15.48	0.00768392	0.742588518869503	0.5308693911	3350	2515
0.0158	0.18022	1.216703	5.50768	0.6707692308	13	0	78.4	0.00905493	1.24572693551434	0.8627590147	10222	2124
0.0182	0.063622	1.223004	8.059017	0.4146153846	13	2	53.91	0.00777328598578603	1.4871676335995	1.6277352742	13852	5548
0.0119	0.253619	1.136371	1.888538	0.685	6	0	24.79	0.01476693	0.806635678243922	0.4834325326	10609	9762
0.0146	0.143415	0.593326	9.80135	0	0	1	47.63	0.004825025	1.5041337774	0.6112900778	11928	3062
0.0082	0.017416	0.069946	1.715996	0.2	5	2	314.86	0.00863310846525249	1.00621452353585	0.901547150279862	38297	2940
0.0131	0.239104	0.936029	7.386179	0.6065	20	0	405.62	0.00349271	1.043117882	0.7586090951	31734	4340
0.0074	0.446332	1.641996	37.526629	0.85	16	2	20.04	0.00613357439379297	0.93032406322604	0.9421725191	3361	2159
0.0173	0.024253	0.638341	6.186482	0.2977777778	9	2	10.62	0.0065483024983992	0.856924294524833	0.4838603428	7057	3702
0.0211	0.238036	1.383906	13.257117	0.4491666667	12	2	19.02	0.00711183632456807	1.53037229420573	1.47642506056524	8430	1742
0.0239	0.065704	1.244438	4.554996	0.7810526316	19	0	517.29	0.00523011	1.84670165292071	2.079478741	39312	2924
0.0204	0.38209	1.646836	1.901806	0.71125	16	2	126.06	0.00704768043407766	1.08726100403186	1.10205293712893	34279	1563
0.0135	-0.05437	1.298665	14.775269	0.54	4	1	12.93	0.00769551	1.0996991029	0.4940875728	5115	2507
0.0173	0.886413	1.895086	14.536257	0	0	0	48.1	0.00701025	1.63666339539171	1.08033644910178	11322	1199
